Master ID:hexuint,Master Name:string,Channel Number:uinteger,Module:string,Domain:string,Class:string,Type:string,Data Message:string,Data:uinteger,Data Size:uinteger,Address:uinteger:hex,Time:ulong,Delta Time:ulong,Trace Status:string,Receiver Status:string
00f4,PM,--,PM,L4PER,Logic Power State,State,Sleep,3,--,--------,334,0,Multi-transitions detected; export lantency overflow,
00f4,PM,--,PM,CEFUSE,Logic Power State,State,Off,1,--,--------,334,0,Multi-transitions detected; export lantency overflow,
00f2,CM1,,CM1,MPU DPLL ,Clock Domain State ,State,On,1,,,350,6,,
00f2,CM1,,CM1,MPU A,Clock Domain State ,State,Off,0,,,350,0,,
00f2,CM1,,CM1,Cortex A9_0,Target Activity Ratio,Value,0x20,32,,,350,0,,
00f2,CM1,,CM1,DMIC,Target Activity Ratio,Value,0x40,64,,,350,0,,
00f4,PM,,PM,SRAM MPU ,Memory Voltage OPP ,Value,1350 mV,58,,,350,0,,
00f4,PM,,PM,CORE,Logic Voltage OPP ,Value,650 mV,21,,,350,0,,----------------
00f4,PM,,PM,PEX,Logic Voltage OPP ,Value,1800 mV,60,,,350,0,,----------------
00f4,PM,--,PM,MPU RAM,Memory Power State,State,Sleep,3,--,--------,365,31,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L2,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L1,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M1,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M2,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA EDMA,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L2,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L1,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,PERPH MEM,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,AES MEM,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,OCP NRET,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI UNICACHE,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI L2 RAM,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OCMRAM,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OTHER BANKS,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM2,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM1,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,SL2,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,HWA,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Memory Power State,State,Sleep,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Memory Power State,State,On,0,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INIT BANK1,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,NON RETAINED BANK,Memory Power State,State,Sleep,3,--,--------,365,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU,Logic Power State,State,Sleep,3,--,--------,414,49,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C0,Logic Power State,State,Sleep,3,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C1,Logic Power State,State,Sleep,3,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA,Logic Power State,State,On,0,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,ABE,Logic Power State,State,On,0,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE,Logic Power State,State,Sleep,3,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,IVAHD,Logic Power State,State,On,0,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Logic Power State,State,On,0,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Logic Power State,State,On,0,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Logic Power State,State,On,0,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INT,Logic Power State,State,Sleep,3,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L4PER,Logic Power State,State,Sleep,3,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CEFUSE,Logic Power State,State,On,0,--,--------,414,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU RAM,Memory Power State,State,Sleep,3,--,--------,451,37,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L2,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L1,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M1,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M2,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA EDMA,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L2,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L1,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,PERPH MEM,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,AES MEM,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,OCP NRET,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI UNICACHE,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI L2 RAM,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OCMRAM,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OTHER BANKS,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM2,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM1,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,SL2,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,HWA,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Memory Power State,State,Off,1,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INIT BANK1,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,NON RETAINED BANK,Memory Power State,State,Sleep,3,--,--------,451,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU,Logic Power State,State,Sleep,3,--,--------,501,50,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C0,Logic Power State,State,Sleep,3,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C1,Logic Power State,State,Sleep,3,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA,Logic Power State,State,Off,1,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,ABE,Logic Power State,State,Off,1,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE,Logic Power State,State,Sleep,3,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,IVAHD,Logic Power State,State,Off,1,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Logic Power State,State,Off,1,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Logic Power State,State,Sleep,3,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Logic Power State,State,Off,1,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INT,Logic Power State,State,Sleep,3,--,--------,501,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L4PER,Logic Power State,State,Sleep,3,--,--------,501,0,Multi-transitions detected; export lantency overflow,
00f4,PM,--,PM,CEFUSE,Logic Power State,State,Off,1,--,--------,501,0,Multi-transitions detected; export lantency overflow,
00f2,CM1,,CM1,MPU DPLL ,Clock Domain State ,State,Off,0,,,521,20,,
00f2,CM1,,CM1,MPU A,Clock Domain State ,State,On,1,,,521,0,,
00f2,CM1,,CM1,Cortex A9_0,Target Activity Ratio,Value,0x32,50,,,521,0,,
00f2,CM1,,CM1,DMIC,Target Activity Ratio,Value,0x32,50,,,521,0,,
00f4,PM,,PM,SRAM MPU ,Memory Voltage OPP ,Value,1350 mV,58,,,521,0,,
00f4,PM,,PM,CORE,Logic Voltage OPP ,Value,1100 mV,41,,,521,0,,----------------
00f4,PM,,PM,PEX,Logic Voltage OPP ,Value,1225 mV,51,,,521,0,,----------------
00f4,PM,--,PM,MPU RAM,Memory Power State,State,Sleep,3,--,--------,532,31,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L2,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L1,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M1,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M2,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA EDMA,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L2,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L1,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,PERPH MEM,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,AES MEM,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,OCP NRET,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI UNICACHE,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI L2 RAM,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OCMRAM,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OTHER BANKS,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM2,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM1,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,SL2,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,HWA,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Memory Power State,State,On,1,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INIT BANK1,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,NON RETAINED BANK,Memory Power State,State,Sleep,3,--,--------,532,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU,Logic Power State,State,Sleep,3,--,--------,581,49,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C0,Logic Power State,State,Sleep,3,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C1,Logic Power State,State,Sleep,3,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA,Logic Power State,State,On,1,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,ABE,Logic Power State,State,On,1,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE,Logic Power State,State,Sleep,3,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,IVAHD,Logic Power State,State,On,1,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Logic Power State,State,On,1,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Logic Power State,State,On,1,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Logic Power State,State,On,1,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INT,Logic Power State,State,Sleep,3,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L4PER,Logic Power State,State,Sleep,3,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CEFUSE,Logic Power State,State,On,1,--,--------,581,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU RAM,Memory Power State,State,Sleep,3,--,--------,618,37,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L2,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU L1,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M1,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CHIRON M2,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA EDMA,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L2,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA L1,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,PERPH MEM,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,AES MEM,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,OCP NRET,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI UNICACHE,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DUCATI L2 RAM,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OCMRAM,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE OTHER BANKS,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM2,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TCM1,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,SL2,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,HWA,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Memory Power State,State,Sleep,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Memory Power State,State,Off,1,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INIT BANK1,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,NON RETAINED BANK,Memory Power State,State,Sleep,3,--,--------,618,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,MPU,Logic Power State,State,Sleep,3,--,--------,668,50,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C0,Logic Power State,State,Sleep,3,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,Cortex-A9-C1,Logic Power State,State,Sleep,3,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,TESLA,Logic Power State,State,Off,1,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,ABE,Logic Power State,State,Off,1,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CORE,Logic Power State,State,Sleep,3,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,IVAHD,Logic Power State,State,Off,1,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,CAM,Logic Power State,State,Off,1,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,DSS,Logic Power State,State,Sleep,3,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,GFX,Logic Power State,State,Off,1,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
00f4,PM,--,PM,L3INT,Logic Power State,State,Sleep,3,--,--------,668,0,Multi-transitions detected; export lantency overflow,----------------
